Date,Total_kWh,Raiser_Mains_kWh,Common_Area_Total_kWh,IIEMS_Lighting_kWh,IIEMS_HVAC_Vent_kWh,IIEMS_Water_STP_kWh,IIEMS_Lifts_kWh,IIEMS_Pool_Clubhouse_kWh
2026-04-23,9894.19,6925.93,2968.26,1038.89,742.06,593.65,371.03,222.62
2026-04-24,9555.84,6689.09,2866.75,1003.36,716.69,573.35,358.34,215.01
2026-04-25,9839.64,6887.75,2951.89,1033.16,737.97,590.38,368.99,221.39
2026-04-26,9613.92,6729.74,2884.18,1009.46,721.04,576.84,360.52,216.31
2026-04-27,10127.51,7089.26,3038.25,1063.39,759.56,607.65,379.78,227.87
2026-04-28,10227.28,7159.1,3068.18,1073.86,767.04,613.64,383.52,230.11
2026-04-29,9158.02,6410.61,2747.41,961.59,686.85,549.48,343.43,206.06
2026-04-30,9940.62,6958.43,2982.18,1043.76,745.54,596.44,372.77,223.66
2026-05-01,9761.86,6833.31,2928.56,1025.0,732.14,585.71,366.07,219.64
2026-05-02,10712.22,7498.56,3213.67,1124.78,803.42,642.73,401.71,241.03
2026-05-03,9140.23,6398.16,2742.07,959.72,685.52,548.41,342.76,205.66
2026-05-04,9464.43,6625.1,2839.33,993.77,709.83,567.87,354.92,212.95
2026-05-05,9028.64,6320.05,2708.59,948.01,677.15,541.72,338.57,203.14
2026-05-06,9056.88,6339.82,2717.06,950.97,679.26,543.41,339.63,203.78
2026-05-07,9703.53,6792.47,2911.06,1018.87,727.76,582.21,363.88,218.33
2026-05-08,9617.84,6732.49,2885.35,1009.87,721.34,577.07,360.67,216.4
2026-05-09,9777.73,6844.41,2933.32,1026.66,733.33,586.66,366.66,220.0
2026-05-10,9767.4,6837.18,2930.22,1025.58,732.56,586.04,366.28,219.77
2026-05-11,9407.84,6585.49,2822.35,987.82,705.59,564.47,352.79,211.68
2026-05-12,9404.55,6583.19,2821.37,987.48,705.34,564.27,352.67,211.6
2026-05-13,9057.9,6340.53,2717.37,951.08,679.34,543.47,339.67,203.8
2026-05-14,9186.25,6430.38,2755.88,964.56,688.97,551.18,344.48,206.69
2026-05-15,9492.96,6645.07,2847.89,996.76,711.97,569.58,355.99,213.59
2026-05-16,9613.79,6729.65,2884.14,1009.45,721.04,576.83,360.52,216.31
2026-05-17,9858.34,6900.83,2957.5,1035.12,739.38,591.5,369.69,221.81
2026-05-18,9809.82,6866.87,2942.95,1030.03,735.74,588.59,367.87,220.72
2026-05-19,10261.17,7182.82,3078.35,1077.42,769.59,615.67,384.79,230.88
2026-05-20,9057.0,6339.9,2717.1,950.98,679.28,543.42,339.64,203.78
2026-05-21,9409.29,6586.5,2822.79,987.98,705.7,564.56,352.85,211.71
2026-05-22,9098.6,6369.02,2729.58,955.35,682.4,545.92,341.2,204.72
2026-05-23,10127.99,7089.59,3038.4,1063.44,759.6,607.68,379.8,227.88
2026-05-24,9280.82,6496.58,2784.25,974.49,696.06,556.85,348.03,208.82
2026-05-25,10069.79,7048.86,3020.94,1057.33,755.24,604.19,377.62,226.57
2026-05-26,10211.53,7148.07,3063.46,1072.21,765.86,612.69,382.93,229.76
2026-05-27,9716.8,6801.76,2915.04,1020.26,728.76,583.01,364.38,218.63
2026-05-28,9659.5,6761.65,2897.85,1014.25,724.46,579.57,362.23,217.34
2026-05-29,9538.4,6676.88,2861.52,1001.53,715.38,572.3,357.69,214.61
2026-05-30,9369.06,6558.34,2810.72,983.75,702.68,562.14,351.34,210.8
2026-05-31,9311.8,6518.26,2793.54,977.74,698.38,558.71,349.19,209.52
