Date,Total_kWh,Raiser_Mains_kWh,Common_Area_Total_kWh,IIEMS_Lighting_kWh,IIEMS_HVAC_Vent_kWh,IIEMS_Water_STP_kWh,IIEMS_Lifts_kWh,IIEMS_Pool_Clubhouse_kWh
2026-04-07,27418.29,19192.81,8225.49,2878.92,2056.37,1645.1,1028.19,616.91
2026-04-08,29242.9,20470.03,8772.87,3070.5,2193.22,1754.57,1096.61,657.97
2026-04-09,28864.03,20204.82,8659.21,3030.72,2164.8,1731.84,1082.4,649.44
2026-04-10,28847.52,20193.27,8654.26,3028.99,2163.56,1730.85,1081.78,649.07
2026-04-11,29529.39,20670.58,8858.82,3100.59,2214.7,1771.76,1107.35,664.41
2026-04-12,27749.11,19424.38,8324.73,2913.66,2081.18,1664.95,1040.59,624.35
2026-04-13,28665.19,20065.63,8599.56,3009.85,2149.89,1719.91,1074.94,644.97
2026-04-14,27289.97,19102.98,8186.99,2865.45,2046.75,1637.4,1023.37,614.02
2026-04-15,28169.29,19718.51,8450.79,2957.78,2112.7,1690.16,1056.35,633.81
2026-04-16,27539.62,19277.74,8261.89,2891.66,2065.47,1652.38,1032.74,619.64
2026-04-17,27854.44,19498.11,8356.33,2924.72,2089.08,1671.27,1044.54,626.72
2026-04-18,28544.89,19981.42,8563.47,2997.21,2140.87,1712.69,1070.43,642.26
2026-04-19,26585.95,18610.16,7975.78,2791.52,1993.94,1595.16,996.97,598.18
2026-04-20,30620.05,21434.03,9186.01,3215.1,2296.5,1837.2,1148.25,688.95
2026-04-21,26325.66,18427.96,7897.7,2764.2,1974.42,1579.54,987.21,592.33
2026-04-22,26037.13,18225.99,7811.14,2733.9,1952.78,1562.23,976.39,585.84
2026-04-23,29325.14,20527.6,8797.54,3079.14,2199.39,1759.51,1099.69,659.82
2026-04-24,28817.24,20172.07,8645.17,3025.81,2161.29,1729.03,1080.65,648.39
2026-04-25,28585.03,20009.52,8575.51,3001.43,2143.88,1715.1,1071.94,643.16
2026-04-26,28590.89,20013.62,8577.27,3002.04,2144.32,1715.45,1072.16,643.3
2026-04-27,27703.03,19392.12,8310.91,2908.82,2077.73,1662.18,1038.86,623.32
2026-04-28,26476.41,18533.48,7942.92,2780.02,1985.73,1588.58,992.86,595.72
2026-04-29,27825.07,19477.55,8347.52,2921.63,2086.88,1669.5,1043.44,626.06
2026-04-30,26781.45,18747.02,8034.44,2812.05,2008.61,1606.89,1004.3,602.58
2026-05-01,29071.52,20350.06,8721.45,3052.51,2180.36,1744.29,1090.18,654.11
2026-05-02,27516.18,19261.32,8254.85,2889.2,2063.71,1650.97,1031.86,619.11
2026-05-03,26575.86,18603.1,7972.76,2790.47,1993.19,1594.55,996.6,597.96
2026-05-04,27274.56,19092.19,8182.37,2863.83,2045.59,1636.47,1022.8,613.68
2026-05-05,28292.32,19804.63,8487.7,2970.7,2121.93,1697.54,1060.96,636.58
2026-05-06,26938.68,18857.07,8081.6,2828.56,2020.4,1616.32,1010.2,606.12
2026-05-07,26580.4,18606.28,7974.12,2790.94,1993.53,1594.82,996.76,598.06
2026-05-08,28057.75,19640.43,8417.33,2946.07,2104.33,1683.47,1052.17,631.3
2026-05-09,28059.52,19641.67,8417.86,2946.25,2104.46,1683.57,1052.23,631.34
2026-05-10,27017.38,18912.16,8105.21,2836.82,2026.3,1621.04,1013.15,607.89
2026-05-11,27067.14,18947.0,8120.14,2842.05,2030.04,1624.03,1015.02,609.01
2026-05-12,28041.62,19629.13,8412.49,2944.37,2103.12,1682.5,1051.56,630.94
2026-05-13,25712.96,17999.07,7713.89,2699.86,1928.47,1542.78,964.24,578.54
2026-05-14,25769.26,18038.48,7730.78,2705.77,1932.7,1546.16,966.35,579.81
2026-05-15,26724.24,18706.97,8017.27,2806.04,2004.32,1603.45,1002.16,601.3
2026-05-16,27424.16,19196.91,8227.25,2879.54,2056.81,1645.45,1028.41,617.04
2026-05-17,28150.92,19705.64,8445.28,2955.85,2111.32,1689.06,1055.66,633.4
2026-05-18,29764.84,20835.39,8929.45,3125.31,2232.36,1785.89,1116.18,669.71
2026-05-19,28908.72,20236.1,8672.61,3035.41,2168.15,1734.52,1084.08,650.45
2026-05-20,27498.33,19248.83,8249.5,2887.32,2062.38,1649.9,1031.19,618.71
2026-05-21,27693.64,19385.55,8308.09,2907.83,2077.02,1661.62,1038.51,623.11
2026-05-22,26330.49,18431.35,7899.15,2764.7,1974.79,1579.83,987.39,592.44
2026-05-23,27694.34,19386.04,8308.3,2907.9,2077.07,1661.66,1038.54,623.12
2026-05-24,27319.92,19123.94,8195.98,2868.59,2049.0,1639.2,1024.5,614.7
2026-05-25,28167.29,19717.1,8450.19,2957.57,2112.55,1690.04,1056.27,633.76
2026-05-26,26573.46,18601.42,7972.04,2790.21,1993.01,1594.41,996.5,597.9
2026-05-27,28439.81,19907.87,8531.94,2986.18,2132.98,1706.39,1066.49,639.9
2026-05-28,29844.38,20891.06,8953.31,3133.66,2238.33,1790.66,1119.16,671.5
2026-05-29,27569.26,19298.48,8270.78,2894.77,2067.7,1654.16,1033.85,620.31
2026-05-30,28276.77,19793.74,8483.03,2969.06,2120.76,1696.61,1060.38,636.23
2026-05-31,28676.54,20073.58,8602.96,3011.04,2150.74,1720.59,1075.37,645.22
