Date,Total_kWh,Raiser_Mains_kWh,Common_Area_Total_kWh,IIEMS_Lighting_kWh,IIEMS_HVAC_Vent_kWh,IIEMS_Water_STP_kWh,IIEMS_Lifts_kWh,IIEMS_Pool_Clubhouse_kWh
2026-04-22,15087.54,10561.28,4526.26,1584.19,1131.56,905.25,565.78,339.47
2026-04-23,14675.51,10272.86,4402.65,1540.93,1100.66,880.53,550.33,330.2
2026-04-24,14712.16,10298.51,4413.65,1544.78,1103.41,882.73,551.71,331.02
2026-04-25,14607.16,10225.01,4382.15,1533.75,1095.54,876.43,547.77,328.66
2026-04-26,13465.95,9426.16,4039.78,1413.92,1009.94,807.96,504.97,302.98
2026-04-27,14821.2,10374.84,4446.36,1556.23,1111.59,889.27,555.79,333.48
2026-04-28,14367.28,10057.09,4310.18,1508.56,1077.54,862.04,538.77,323.26
2026-04-29,14403.92,10082.74,4321.18,1512.41,1080.3,864.24,540.15,324.09
2026-04-30,14338.73,10037.11,4301.62,1505.57,1075.4,860.32,537.7,322.62
2026-05-01,14601.32,10220.93,4380.4,1533.14,1095.1,876.08,547.55,328.53
2026-05-02,14820.52,10374.36,4446.16,1556.16,1111.54,889.23,555.77,333.46
2026-05-03,14608.56,10225.99,4382.57,1533.9,1095.64,876.51,547.82,328.69
2026-05-04,15474.75,10832.32,4642.42,1624.85,1160.6,928.48,580.3,348.18
2026-05-05,15183.14,10628.2,4554.94,1594.23,1138.73,910.99,569.37,341.62
2026-05-06,14576.53,10203.57,4372.96,1530.54,1093.24,874.59,546.62,327.97
2026-05-07,13872.62,9710.84,4161.79,1456.63,1040.45,832.36,520.22,312.13
2026-05-08,15054.66,10538.26,4516.4,1580.74,1129.1,903.28,564.55,338.73
2026-05-09,14399.65,10079.75,4319.89,1511.96,1079.97,863.98,539.99,323.99
2026-05-10,14505.1,10153.57,4351.53,1523.04,1087.88,870.31,543.94,326.36
2026-05-11,13665.38,9565.77,4099.61,1434.86,1024.9,819.92,512.45,307.47
2026-05-12,14932.53,10452.77,4479.76,1567.92,1119.94,895.95,559.97,335.98
2026-05-13,16527.06,11568.94,4958.12,1735.34,1239.53,991.62,619.76,371.86
2026-05-14,14259.65,9981.76,4277.9,1497.26,1069.47,855.58,534.74,320.84
2026-05-15,15085.43,10559.8,4525.63,1583.97,1131.41,905.13,565.7,339.42
2026-05-16,15541.35,10878.94,4662.4,1631.84,1165.6,932.48,582.8,349.68
2026-05-17,14247.44,9973.21,4274.23,1495.98,1068.56,854.85,534.28,320.57
2026-05-18,12855.97,8999.18,3856.79,1349.88,964.2,771.36,482.1,289.26
2026-05-19,15138.77,10597.14,4541.63,1589.57,1135.41,908.33,567.7,340.62
2026-05-20,14688.02,10281.61,4406.4,1542.24,1101.6,881.28,550.8,330.48
2026-05-21,14857.74,10400.42,4457.32,1560.06,1114.33,891.46,557.16,334.3
2026-05-22,14670.16,10269.11,4401.05,1540.37,1100.26,880.21,550.13,330.08
2026-05-23,15478.4,10834.88,4643.52,1625.23,1160.88,928.7,580.44,348.26
2026-05-24,14558.66,10191.06,4367.6,1528.66,1091.9,873.52,545.95,327.57
2026-05-25,16218.0,11352.6,4865.4,1702.89,1216.35,973.08,608.17,364.9
2026-05-26,15140.62,10598.44,4542.19,1589.77,1135.55,908.44,567.77,340.66
2026-05-27,15369.9,10758.93,4610.97,1613.84,1152.74,922.19,576.37,345.82
2026-05-28,14634.81,10244.36,4390.44,1536.65,1097.61,878.09,548.8,329.28
2026-05-29,14857.38,10400.17,4457.22,1560.03,1114.3,891.44,557.15,334.29
2026-05-30,13394.03,9375.82,4018.21,1406.37,1004.55,803.64,502.28,301.37
2026-05-31,14207.94,9945.55,4262.38,1491.83,1065.6,852.48,532.8,319.68
